ID_Asiento,Fecha_Transaccion,ID_Cuenta,Concepto,Debito,Credito
2927,2020-11-28,4005,Venta de activo,0.0,16790.76
2928,2020-11-28,1002,Cobro venta #2,6112.8,0.0
2928,2020-11-28,1004,Cobro venta #2,0.0,6112.8
2929,2020-11-28,2001,Pago compra #419,57873.57,0.0
2929,2020-11-28,1002,Pago compra #419,0.0,57873.57
2930,2020-11-28,2001,Pago compra #35,3665.02,0.0
2930,2020-11-28,1002,Pago compra #35,0.0,3665.02
407,2020-11-29,1004,Venta #251 - Cliente #2,41550.9,0.0
407,2020-11-29,4001,Venta #251 - Cliente #2 (incluye IVA),0.0,41550.9
408,2020-11-29,5001,Costo de Venta #251,6585.02,0.0
408,2020-11-29,1005,Costo de Venta #251 - Ajuste de inventario,0.0,6585.02
409,2020-11-29,1004,Venta #6 - Cliente #75,20775.45,0.0
409,2020-11-29,4001,Venta #6 - Cliente #75 (incluye IVA),0.0,20775.45
410,2020-11-29,5001,Costo de Venta #6,3292.51,0.0
410,2020-11-29,1005,Costo de Venta #6 - Ajuste de inventario,0.0,3292.51
2201,2020-11-29,1005,Compra #376 - Producto #29,8663.76,0.0
2201,2020-11-29,1006,IVA por Compra #376,1650.24,0.0
2201,2020-11-29,2001,Compra #376 - Producto #29,0.0,10314.0
2202,2020-11-29,1005,Compra #279 - Producto #13,5904.33,0.0
2202,2020-11-29,1006,IVA por Compra #279,1124.64,0.0
2202,2020-11-29,2001,Compra #279 - Producto #13,0.0,7028.97
411,2020-11-30,1004,Venta #233 - Cliente #34,4282.3,0.0
411,2020-11-30,4001,Venta #233 - Cliente #34 (incluye IVA),0.0,4282.3
412,2020-11-30,5001,Costo de Venta #233,744.84,0.0
412,2020-11-30,1005,Costo de Venta #233 - Ajuste de inventario,0.0,744.84
413,2020-12-01,1004,Venta #912 - Cliente #41,367.05,0.0
413,2020-12-01,4001,Venta #912 - Cliente #41 (incluye IVA),0.0,367.05
414,2020-12-01,5001,Costo de Venta #912,66.34,0.0
414,2020-12-01,1005,Costo de Venta #912 - Ajuste de inventario,0.0,66.34
415,2020-12-01,1004,Venta #442 - Cliente #58,18212.88,0.0
415,2020-12-01,4001,Venta #442 - Cliente #58 (incluye IVA),0.0,18212.88
416,2020-12-01,5001,Costo de Venta #442,2640.7,0.0
416,2020-12-01,1005,Costo de Venta #442 - Ajuste de inventario,0.0,2640.7
2023,2020-12-01,5005,Gastos administrativos del mes,73689.14,0.0
2023,2020-12-01,1002,Pago de gastos administrativos del mes,0.0,73689.14
2024,2020-12-01,5006,Gastos de venta del mes,110533.71,0.0
2024,2020-12-01,1002,Pago de gastos de venta del mes,0.0,110533.71
2931,2020-12-01,1002,Cobro venta #132,3056.4,0.0
2931,2020-12-01,1004,Cobro venta #132,0.0,3056.4
2932,2020-12-02,1002,Cobro venta #105,38194.32,0.0
2932,2020-12-02,1004,Cobro venta #105,0.0,38194.32
2933,2020-12-02,1002,Cobro venta #285,12204.78,0.0
2933,2020-12-02,1004,Cobro venta #285,0.0,12204.78
2203,2020-12-03,1005,Compra #456 - Producto #32,55907.38,0.0
2203,2020-12-03,1006,IVA por Compra #456,10649.03,0.0
2203,2020-12-03,2001,Compra #456 - Producto #32,0.0,66556.41
2934,2020-12-03,1002,Cobro venta #233,4282.3,0.0
2934,2020-12-03,1004,Cobro venta #233,0.0,4282.3
417,2020-12-04,1004,Venta #106 - Cliente #8,14797.2,0.0
417,2020-12-04,4001,Venta #106 - Cliente #8 (incluye IVA),0.0,14797.2
418,2020-12-04,5001,Costo de Venta #106,1919.93,0.0
418,2020-12-04,1005,Costo de Venta #106 - Ajuste de inventario,0.0,1919.93
419,2020-12-04,1004,Venta #914 - Cliente #19,18307.17,0.0
419,2020-12-04,4001,Venta #914 - Cliente #19 (incluye IVA),0.0,18307.17
420,2020-12-04,5001,Costo de Venta #914,2932.31,0.0
420,2020-12-04,1005,Costo de Venta #914 - Ajuste de inventario,0.0,2932.31
421,2020-12-04,1004,Venta #807 - Cliente #65,783.6,0.0
421,2020-12-04,4001,Venta #807 - Cliente #65 (incluye IVA),0.0,783.6
422,2020-12-04,5001,Costo de Venta #807,139.0,0.0
422,2020-12-04,1005,Costo de Venta #807 - Ajuste de inventario,0.0,139.0
2935,2020-12-04,1002,Cobro venta #251,41550.9,0.0
2935,2020-12-04,1004,Cobro venta #251,0.0,41550.9
2936,2020-12-04,1002,Cobro venta #953,2778.52,0.0
2936,2020-12-04,1004,Cobro venta #953,0.0,2778.52
2937,2020-12-04,1002,Cobro venta #914,18307.17,0.0
2937,2020-12-04,1004,Cobro venta #914,0.0,18307.17
2938,2020-12-04,1002,Cobro venta #807,783.6,0.0
2938,2020-12-04,1004,Cobro venta #807,0.0,783.6
423,2020-12-05,1004,Venta #947 - Cliente #76,168820.27,0.0
423,2020-12-05,4001,Venta #947 - Cliente #76 (incluye IVA),0.0,168820.27
424,2020-12-05,5001,Costo de Venta #947,26613.36,0.0
424,2020-12-05,1005,Costo de Venta #947 - Ajuste de inventario,0.0,26613.36
2939,2020-12-05,1002,Cobro venta #6,20775.45,0.0
2939,2020-12-05,1004,Cobro venta #6,0.0,20775.45
2940,2020-12-05,2001,Pago compra #279,7028.97,0.0
2940,2020-12-05,1002,Pago compra #279,0.0,7028.97
2941,2020-12-05,1002,Cobro venta #442,18212.88,0.0
2941,2020-12-05,1004,Cobro venta #442,0.0,18212.88
425,2020-12-06,1004,Venta #574 - Cliente #49,606.3,0.0
425,2020-12-06,4001,Venta #574 - Cliente #49 (incluye IVA),0.0,606.3
426,2020-12-06,5001,Costo de Venta #574,102.68,0.0
426,2020-12-06,1005,Costo de Venta #574 - Ajuste de inventario,0.0,102.68
2204,2020-12-06,1005,Compra #171 - Producto #4,11824.15,0.0
2204,2020-12-06,1006,IVA por Compra #171,2252.22,0.0
2204,2020-12-06,2001,Compra #171 - Producto #4,0.0,14076.37
2942,2020-12-06,1002,Cobro venta #947,168820.27,0.0
2942,2020-12-06,1004,Cobro venta #947,0.0,168820.27
427,2020-12-07,1004,Venta #49 - Cliente #92,2029.28,0.0
427,2020-12-07,4001,Venta #49 - Cliente #92 (incluye IVA),0.0,2029.28
428,2020-12-07,5001,Costo de Venta #49,280.8,0.0
428,2020-12-07,1005,Costo de Venta #49 - Ajuste de inventario,0.0,280.8
2943,2020-12-08,1002,Cobro venta #106,14797.2,0.0
2943,2020-12-08,1004,Cobro venta #106,0.0,14797.2
2944,2020-12-08,1002,Cobro venta #574,606.3,0.0
2944,2020-12-08,1004,Cobro venta #574,0.0,606.3
2945,2020-12-09,2005,Impuestos,1612.07,0.0
2945,2020-12-09,1002,Impuestos,0.0,1612.07
2205,2020-12-10,1005,Compra #323 - Producto #45,12325.09,0.0
2205,2020-12-10,1006,IVA por Compra #323,2347.64,0.0
2205,2020-12-10,2001,Compra #323 - Producto #45,0.0,14672.73
2946,2020-12-11,1002,Inversión,13632.73,0.0
2946,2020-12-11,4005,Inversión,0.0,13632.73
429,2020-12-12,1004,Venta #43 - Cliente #17,1165.74,0.0
429,2020-12-12,4001,Venta #43 - Cliente #17 (incluye IVA),0.0,1165.74
430,2020-12-12,5001,Costo de Venta #43,168.61,0.0
430,2020-12-12,1005,Costo de Venta #43 - Ajuste de inventario,0.0,168.61
431,2020-12-13,1004,Venta #563 - Cliente #28,13659.66,0.0
431,2020-12-13,4001,Venta #563 - Cliente #28 (incluye IVA),0.0,13659.66
432,2020-12-13,5001,Costo de Venta #563,1980.52,0.0
432,2020-12-13,1005,Costo de Venta #563 - Ajuste de inventario,0.0,1980.52
433,2020-12-13,1004,Venta #927 - Cliente #31,32136.0,0.0
433,2020-12-13,4001,Venta #927 - Cliente #31 (incluye IVA),0.0,32136.0
434,2020-12-13,5001,Costo de Venta #927,5601.6,0.0
434,2020-12-13,1005,Costo de Venta #927 - Ajuste de inventario,0.0,5601.6
2206,2020-12-13,1005,Compra #274 - Producto #29,9490.06,0.0
2206,2020-12-13,1006,IVA por Compra #274,1807.63,0.0
2206,2020-12-13,2001,Compra #274 - Producto #29,0.0,11297.69
2947,2020-12-13,1002,Cobro venta #563,13659.66,0.0
2947,2020-12-13,1004,Cobro venta #563,0.0,13659.66
2948,2020-12-13,2001,Pago compra #384,15908.62,0.0
2948,2020-12-13,1002,Pago compra #384,0.0,15908.62
2949,2020-12-13,1002,Cobro venta #912,367.05,0.0
2949,2020-12-13,1004,Cobro venta #912,0.0,367.05
2207,2020-12-14,1005,Compra #28 - Producto #5,15356.51,0.0
2207,2020-12-14,1006,IVA por Compra #28,2925.05,0.0
2207,2020-12-14,2001,Compra #28 - Producto #5,0.0,18281.56
2950,2020-12-15,1002,Cobro venta #43,1165.74,0.0
2950,2020-12-15,1004,Cobro venta #43,0.0,1165.74
2951,2020-12-16,1002,Cobro venta #49,2029.28,0.0
2951,2020-12-16,1004,Cobro venta #49,0.0,2029.28
2952,2020-12-16,2001,Pago compra #207,36724.9,0.0
2952,2020-12-16,1002,Pago compra #207,0.0,36724.9
2953,2020-12-16,1002,Otros ingresos,31574.02,0.0
2953,2020-12-16,4005,Otros ingresos,0.0,31574.02
435,2020-12-18,1004,Venta #324 - Cliente #36,15710.04,0.0
435,2020-12-18,4001,Venta #324 - Cliente #36 (incluye IVA),0.0,15710.04
436,2020-12-18,5001,Costo de Venta #324,2402.59,0.0
436,2020-12-18,1005,Costo de Venta #324 - Ajuste de inventario,0.0,2402.59
2954,2020-12-20,1002,Otros ingresos,1952.87,0.0
2954,2020-12-20,4005,Otros ingresos,0.0,1952.87
437,2020-12-21,1004,Venta #460 - Cliente #70,160867.19,0.0
437,2020-12-21,4001,Venta #460 - Cliente #70 (incluye IVA),0.0,160867.19
438,2020-12-21,5001,Costo de Venta #460,22745.75,0.0
438,2020-12-21,1005,Costo de Venta #460 - Ajuste de inventario,0.0,22745.75
2955,2020-12-21,2001,Pago compra #456,66556.41,0.0
2955,2020-12-21,1002,Pago compra #456,0.0,66556.41
2956,2020-12-23,1002,Cobro venta #460,160867.19,0.0
2956,2020-12-23,1004,Cobro venta #460,0.0,160867.19
439,2020-12-24,1004,Venta #624 - Cliente #68,21830.37,0.0
439,2020-12-24,4001,Venta #624 - Cliente #68 (incluye IVA),0.0,21830.37
440,2020-12-24,5001,Costo de Venta #624,2992.65,0.0
440,2020-12-24,1005,Costo de Venta #624 - Ajuste de inventario,0.0,2992.65
2957,2020-12-24,5005,Alquiler,9695.25,0.0
2957,2020-12-24,1002,Alquiler,0.0,9695.25
441,2020-12-25,1004,Venta #999 - Cliente #11,4632.64,0.0
441,2020-12-25,4001,Venta #999 - Cliente #11 (incluye IVA),0.0,4632.64
442,2020-12-25,5001,Costo de Venta #999,598.08,0.0
442,2020-12-25,1005,Costo de Venta #999 - Ajuste de inventario,0.0,598.08
443,2020-12-25,1004,Venta #403 - Cliente #25,966.3,0.0
443,2020-12-25,4001,Venta #403 - Cliente #25 (incluye IVA),0.0,966.3
444,2020-12-25,5001,Costo de Venta #403,153.14,0.0
444,2020-12-25,1005,Costo de Venta #403 - Ajuste de inventario,0.0,153.14
2208,2020-12-25,1005,Compra #87 - Producto #30,2491.23,0.0
2208,2020-12-25,1006,IVA por Compra #87,474.52,0.0
2208,2020-12-25,2001,Compra #87 - Producto #30,0.0,2965.75
2958,2020-12-27,2001,Pago compra #376,10314.0,0.0
2958,2020-12-27,1002,Pago compra #376,0.0,10314.0
2959,2020-12-27,1002,Cobro venta #927,32136.0,0.0
2959,2020-12-27,1004,Cobro venta #927,0.0,32136.0
2960,2020-12-27,1002,Préstamo recibido,29124.78,0.0
2960,2020-12-27,2101,Préstamo recibido,0.0,29124.78
445,2020-12-28,1004,Venta #899 - Cliente #9,208306.14,0.0
445,2020-12-28,4001,Venta #899 - Cliente #9 (incluye IVA),0.0,208306.14
446,2020-12-28,5001,Costo de Venta #899,33546.76,0.0
446,2020-12-28,1005,Costo de Venta #899 - Ajuste de inventario,0.0,33546.76
447,2020-12-28,1004,Venta #161 - Cliente #45,12629.2,0.0
447,2020-12-28,4001,Venta #161 - Cliente #45 (incluye IVA),0.0,12629.2
448,2020-12-28,5001,Costo de Venta #161,1998.72,0.0
448,2020-12-28,1005,Costo de Venta #161 - Ajuste de inventario,0.0,1998.72
449,2020-12-28,1004,Venta #613 - Cliente #64,275.88,0.0
449,2020-12-28,4001,Venta #613 - Cliente #64 (incluye IVA),0.0,275.88
450,2020-12-28,5001,Costo de Venta #613,51.06,0.0
450,2020-12-28,1005,Costo de Venta #613 - Ajuste de inventario,0.0,51.06
2209,2020-12-28,1005,Compra #400 - Producto #29,6797.8,0.0
2209,2020-12-28,1006,IVA por Compra #400,1294.82,0.0
2209,2020-12-28,2001,Compra #400 - Producto #29,0.0,8092.62
2961,2020-12-28,2001,Pago compra #400,8092.62,0.0
2961,2020-12-28,1002,Pago compra #400,0.0,8092.62
2962,2020-12-28,1002,Cobro venta #624,21830.37,0.0
2962,2020-12-28,1004,Cobro venta #624,0.0,21830.37
2963,2020-12-29,1002,Cobro venta #999,4632.64,0.0
2963,2020-12-29,1004,Cobro venta #999,0.0,4632.64
2964,2020-12-29,5005,Pago nómina,9300.96,0.0
2964,2020-12-29,1002,Pago nómina,0.0,9300.96
451,2020-12-30,1004,Venta #955 - Cliente #91,92.63,0.0
451,2020-12-30,4001,Venta #955 - Cliente #91 (incluye IVA),0.0,92.63
452,2020-12-30,5001,Costo de Venta #955,12.56,0.0
452,2020-12-30,1005,Costo de Venta #955 - Ajuste de inventario,0.0,12.56
2965,2020-12-30,5005,Pago nómina,29175.58,0.0
2965,2020-12-30,1002,Pago nómina,0.0,29175.58
453,2020-12-31,1004,Venta #509 - Cliente #19,40098.69,0.0
453,2020-12-31,4001,Venta #509 - Cliente #19 (incluye IVA),0.0,40098.69
454,2020-12-31,5001,Costo de Venta #509,6434.26,0.0
454,2020-12-31,1005,Costo de Venta #509 - Ajuste de inventario,0.0,6434.26
455,2020-12-31,1004,Venta #397 - Cliente #100,436.4,0.0
455,2020-12-31,4001,Venta #397 - Cliente #100 (incluye IVA),0.0,436.4
456,2020-12-31,5001,Costo de Venta #397,63.15,0.0
456,2020-12-31,1005,Costo de Venta #397 - Ajuste de inventario,0.0,63.15
457,2020-12-31,1004,Venta #992 - Cliente #20,160.75,0.0
457,2020-12-31,4001,Venta #992 - Cliente #20 (incluye IVA),0.0,160.75
458,2020-12-31,5001,Costo de Venta #992,28.05,0.0
458,2020-12-31,1005,Costo de Venta #992 - Ajuste de inventario,0.0,28.05
2966,2020-12-31,1002,Cobro venta #403,966.3,0.0
2966,2020-12-31,1004,Cobro venta #403,0.0,966.3
2967,2020-12-31,2001,Pago compra #171,14076.37,0.0
2967,2020-12-31,1002,Pago compra #171,0.0,14076.37
2968,2020-12-31,1002,Cobro venta #613,275.88,0.0
2968,2020-12-31,1004,Cobro venta #613,0.0,275.88
459,2021-01-01,1004,Venta #835 - Cliente #66,553.5,0.0
459,2021-01-01,4001,Venta #835 - Cliente #66 (incluye IVA),0.0,553.5
460,2021-01-01,5001,Costo de Venta #835,96.14,0.0
460,2021-01-01,1005,Costo de Venta #835 - Ajuste de inventario,0.0,96.14
2025,2021-01-01,5005,Gastos administrativos del mes,45423.64,0.0
2025,2021-01-01,1002,Pago de gastos administrativos del mes,0.0,45423.64
2026,2021-01-01,5006,Gastos de venta del mes,68135.46,0.0
2026,2021-01-01,1002,Pago de gastos de venta del mes,0.0,68135.46
2969,2021-01-01,1002,Cobro venta #324,15710.04,0.0
2969,2021-01-01,1004,Cobro venta #324,0.0,15710.04
461,2021-01-02,1004,Venta #402 - Cliente #92,41194.8,0.0
461,2021-01-02,4001,Venta #402 - Cliente #92 (incluye IVA),0.0,41194.8
462,2021-01-02,5001,Costo de Venta #402,6319.1,0.0
462,2021-01-02,1005,Costo de Venta #402 - Ajuste de inventario,0.0,6319.1
2210,2021-01-02,1005,Compra #446 - Producto #30,11708.53,0.0
2210,2021-01-02,1006,IVA por Compra #446,2230.2,0.0
2210,2021-01-02,2001,Compra #446 - Producto #30,0.0,13938.73
2970,2021-01-02,1002,Cobro venta #992,160.75,0.0
2970,2021-01-02,1004,Cobro venta #992,0.0,160.75
2971,2021-01-02,1002,Cobro venta #835,553.5,0.0
2971,2021-01-02,1004,Cobro venta #835,0.0,553.5
2972,2021-01-03,1002,Cobro venta #899,208306.14,0.0
2972,2021-01-03,1004,Cobro venta #899,0.0,208306.14
2973,2021-01-03,2001,Pago compra #323,14672.73,0.0
2973,2021-01-03,1002,Pago compra #323,0.0,14672.73
2974,2021-01-03,1002,Cobro venta #955,92.63,0.0
2974,2021-01-03,1004,Cobro venta #955,0.0,92.63
2975,2021-01-03,1002,Cobro venta #509,40098.69,0.0
2975,2021-01-03,1004,Cobro venta #509,0.0,40098.69
2211,2021-01-04,1005,Compra #64 - Producto #4,10723.94,0.0
2211,2021-01-04,1006,IVA por Compra #64,2042.65,0.0
2211,2021-01-04,2001,Compra #64 - Producto #4,0.0,12766.59
2976,2021-01-04,1002,Cobro venta #161,12629.2,0.0
2976,2021-01-04,1004,Cobro venta #161,0.0,12629.2
2212,2021-01-05,1005,Compra #116 - Producto #39,2687.77,0.0
2212,2021-01-05,1006,IVA por Compra #116,511.96,0.0
2212,2021-01-05,2001,Compra #116 - Producto #39,0.0,3199.73
2977,2021-01-07,2001,Pago compra #446,13938.73,0.0
2977,2021-01-07,1002,Pago compra #446,0.0,13938.73
463,2021-01-08,1004,Venta #408 - Cliente #13,178216.4,0.0
463,2021-01-08,4001,Venta #408 - Cliente #13 (incluye IVA),0.0,178216.4
464,2021-01-08,5001,Costo de Venta #408,28596.7,0.0
464,2021-01-08,1005,Costo de Venta #408 - Ajuste de inventario,0.0,28596.7
2978,2021-01-08,5005,Alquiler,28493.03,0.0
2978,2021-01-08,1002,Alquiler,0.0,28493.03
2979,2021-01-08,1002,Cobro venta #397,436.4,0.0
2979,2021-01-08,1004,Cobro venta #397,0.0,436.4
465,2021-01-09,1004,Venta #979 - Cliente #59,3108.64,0.0
465,2021-01-09,4001,Venta #979 - Cliente #59 (incluye IVA),0.0,3108.64
466,2021-01-09,5001,Costo de Venta #979,449.62,0.0
466,2021-01-09,1005,Costo de Venta #979 - Ajuste de inventario,0.0,449.62
467,2021-01-09,1004,Venta #238 - Cliente #37,783.6,0.0
467,2021-01-09,4001,Venta #238 - Cliente #37 (incluye IVA),0.0,783.6
468,2021-01-09,5001,Costo de Venta #238,139.0,0.0
468,2021-01-09,1005,Costo de Venta #238 - Ajuste de inventario,0.0,139.0
2980,2021-01-09,1002,Cobro venta #979,3108.64,0.0
2980,2021-01-09,1004,Cobro venta #979,0.0,3108.64
469,2021-01-10,1004,Venta #491 - Cliente #85,1245.18,0.0
469,2021-01-10,4001,Venta #491 - Cliente #85 (incluye IVA),0.0,1245.18
470,2021-01-10,5001,Costo de Venta #491,174.14,0.0
470,2021-01-10,1005,Costo de Venta #491 - Ajuste de inventario,0.0,174.14
2213,2021-01-10,1005,Compra #335 - Producto #13,2401.56,0.0
2213,2021-01-10,1006,IVA por Compra #335,457.44,0.0
2213,2021-01-10,2001,Compra #335 - Producto #13,0.0,2859.0
2214,2021-01-10,1005,Compra #228 - Producto #7,17180.39,0.0
2214,2021-01-10,1006,IVA por Compra #228,3272.45,0.0
2214,2021-01-10,2001,Compra #228 - Producto #7,0.0,20452.84
2981,2021-01-10,1002,Cobro venta #402,41194.8,0.0
2981,2021-01-10,1004,Cobro venta #402,0.0,41194.8
2982,2021-01-10,1002,Cobro venta #491,1245.18,0.0
2982,2021-01-10,1004,Cobro venta #491,0.0,1245.18
2983,2021-01-10,2001,Pago compra #335,2859.0,0.0
2983,2021-01-10,1002,Pago compra #335,0.0,2859.0
2984,2021-01-10,2001,Pago compra #274,11297.69,0.0
2984,2021-01-10,1002,Pago compra #274,0.0,11297.69
2985,2021-01-11,1002,Cobro venta #238,783.6,0.0
2985,2021-01-11,1004,Cobro venta #238,0.0,783.6
471,2021-01-12,1004,Venta #194 - Cliente #3,33970.8,0.0
471,2021-01-12,4001,Venta #194 - Cliente #3 (incluye IVA),0.0,33970.8
472,2021-01-12,5001,Costo de Venta #194,5134.74,0.0
472,2021-01-12,1005,Costo de Venta #194 - Ajuste de inventario,0.0,5134.74
473,2021-01-12,1004,Venta #308 - Cliente #42,522.08,0.0
473,2021-01-12,4001,Venta #308 - Cliente #42 (incluye IVA),0.0,522.08
474,2021-01-12,5001,Costo de Venta #308,85.62,0.0
474,2021-01-12,1005,Costo de Venta #308 - Ajuste de inventario,0.0,85.62
475,2021-01-12,1004,Venta #406 - Cliente #62,1508.55,0.0
475,2021-01-12,4001,Venta #406 - Cliente #62 (incluye IVA),0.0,1508.55
476,2021-01-12,5001,Costo de Venta #406,224.24,0.0
476,2021-01-12,1005,Costo de Venta #406 - Ajuste de inventario,0.0,224.24
2215,2021-01-12,1005,Compra #264 - Producto #11,5011.77,0.0
2215,2021-01-12,1006,IVA por Compra #264,954.62,0.0
2215,2021-01-12,2001,Compra #264 - Producto #11,0.0,5966.39
2986,2021-01-12,2001,Pago compra #264,5966.39,0.0
2986,2021-01-12,1002,Pago compra #264,0.0,5966.39
2987,2021-01-12,2001,Pago compra #28,18281.56,0.0
2987,2021-01-12,1002,Pago compra #28,0.0,18281.56
477,2021-01-13,1004,Venta #851 - Cliente #73,275.88,0.0
477,2021-01-13,4001,Venta #851 - Cliente #73 (incluye IVA),0.0,275.88
478,2021-01-13,5001,Costo de Venta #851,51.06,0.0
478,2021-01-13,1005,Costo de Venta #851 - Ajuste de inventario,0.0,51.06
2988,2021-01-13,2001,Pago compra #64,12766.59,0.0
2988,2021-01-13,1002,Pago compra #64,0.0,12766.59
2989,2021-01-14,2001,Pago compra #228,20452.84,0.0
2989,2021-01-14,1002,Pago compra #228,0.0,20452.84
2216,2021-01-15,1005,Compra #327 - Producto #9,7196.13,0.0
2216,2021-01-15,1006,IVA por Compra #327,1370.69,0.0
2216,2021-01-15,2001,Compra #327 - Producto #9,0.0,8566.82
2990,2021-01-15,1002,Inversión,38871.15,0.0
2990,2021-01-15,4005,Inversión,0.0,38871.15
2991,2021-01-15,2001,Pago compra #116,3199.73,0.0
2991,2021-01-15,1002,Pago compra #116,0.0,3199.73
479,2021-01-16,1004,Venta #575 - Cliente #9,22913.52,0.0
479,2021-01-16,4001,Venta #575 - Cliente #9 (incluye IVA),0.0,22913.52
480,2021-01-16,5001,Costo de Venta #575,3789.25,0.0
480,2021-01-16,1005,Costo de Venta #575 - Ajuste de inventario,0.0,3789.25
2992,2021-01-16,2005,Impuestos,13465.48,0.0
2992,2021-01-16,1002,Impuestos,0.0,13465.48
481,2021-01-17,1004,Venta #490 - Cliente #68,17951.48,0.0
481,2021-01-17,4001,Venta #490 - Cliente #68 (incluye IVA),0.0,17951.48
482,2021-01-17,5001,Costo de Venta #490,2317.56,0.0
482,2021-01-17,1005,Costo de Venta #490 - Ajuste de inventario,0.0,2317.56
2217,2021-01-17,1005,Compra #365 - Producto #17,29411.66,0.0
2217,2021-01-17,1006,IVA por Compra #365,5602.22,0.0
2217,2021-01-17,2001,Compra #365 - Producto #17,0.0,35013.88
2993,2021-01-17,5005,Pago nómina,8399.34,0.0
2993,2021-01-17,1002,Pago nómina,0.0,8399.34
2994,2021-01-17,2001,Pago compra #327,8566.82,0.0
2994,2021-01-17,1002,Pago compra #327,0.0,8566.82
483,2021-01-18,1004,Venta #260 - Cliente #45,244.6,0.0
483,2021-01-18,4001,Venta #260 - Cliente #45 (incluye IVA),0.0,244.6
484,2021-01-18,5001,Costo de Venta #260,42.79,0.0
484,2021-01-18,1005,Costo de Venta #260 - Ajuste de inventario,0.0,42.79
485,2021-01-18,1004,Venta #940 - Cliente #62,6251.67,0.0
485,2021-01-18,4001,Venta #940 - Cliente #62 (incluye IVA),0.0,6251.67
486,2021-01-18,5001,Costo de Venta #940,887.33,0.0
486,2021-01-18,1005,Costo de Venta #940 - Ajuste de inventario,0.0,887.33
487,2021-01-18,1004,Venta #782 - Cliente #51,35819.52,0.0
487,2021-01-18,4001,Venta #782 - Cliente #51 (incluye IVA),0.0,35819.52
488,2021-01-18,5001,Costo de Venta #782,5437.2,0.0
488,2021-01-18,1005,Costo de Venta #782 - Ajuste de inventario,0.0,5437.2
2995,2021-01-18,1002,Inversión,29875.0,0.0
2995,2021-01-18,4005,Inversión,0.0,29875.0
2996,2021-01-18,1002,Cobro venta #260,244.6,0.0
2996,2021-01-18,1004,Cobro venta #260,0.0,244.6
2997,2021-01-18,2001,Pago compra #87,2965.75,0.0
2997,2021-01-18,1002,Pago compra #87,0.0,2965.75
2998,2021-01-18,1002,Cobro venta #782,35819.52,0.0
2998,2021-01-18,1004,Cobro venta #782,0.0,35819.52
2999,2021-01-18,1002,Cobro venta #575,22913.52,0.0
2999,2021-01-18,1004,Cobro venta #575,0.0,22913.52
3000,2021-01-18,1002,Cobro venta #851,275.88,0.0
3000,2021-01-18,1004,Cobro venta #851,0.0,275.88
3001,2021-01-18,1002,Cobro venta #940,6251.67,0.0
3001,2021-01-18,1004,Cobro venta #940,0.0,6251.67
2218,2021-01-19,1005,Compra #93 - Producto #1,18935.84,0.0
2218,2021-01-19,1006,IVA por Compra #93,3606.83,0.0
2218,2021-01-19,2001,Compra #93 - Producto #1,0.0,22542.67
3002,2021-01-19,1002,Otros ingresos,37498.4,0.0
3002,2021-01-19,4005,Otros ingresos,0.0,37498.4
3003,2021-01-19,1002,Cobro venta #408,178216.4,0.0
3003,2021-01-19,1004,Cobro venta #408,0.0,178216.4
3004,2021-01-19,1002,Cobro venta #308,522.08,0.0
3004,2021-01-19,1004,Cobro venta #308,0.0,522.08
489,2021-01-20,1004,Venta #375 - Cliente #62,459.8,0.0
489,2021-01-20,4001,Venta #375 - Cliente #62 (incluye IVA),0.0,459.8
490,2021-01-20,5001,Costo de Venta #375,85.1,0.0
490,2021-01-20,1005,Costo de Venta #375 - Ajuste de inventario,0.0,85.1
491,2021-01-20,1004,Venta #42 - Cliente #7,2211.76,0.0
491,2021-01-20,4001,Venta #42 - Cliente #7 (incluye IVA),0.0,2211.76
492,2021-01-20,5001,Costo de Venta #42,371.54,0.0
492,2021-01-20,1005,Costo de Venta #42 - Ajuste de inventario,0.0,371.54
3005,2021-01-20,1002,Cobro venta #194,33970.8,0.0
3005,2021-01-20,1004,Cobro venta #194,0.0,33970.8
493,2021-01-21,1004,Venta #505 - Cliente #3,4506.04,0.0
493,2021-01-21,4001,Venta #505 - Cliente #3 (incluye IVA),0.0,4506.04
494,2021-01-21,5001,Costo de Venta #505,833.98,0.0
494,2021-01-21,1005,Costo de Venta #505 - Ajuste de inventario,0.0,833.98
495,2021-01-21,1004,Venta #706 - Cliente #17,22110.0,0.0
495,2021-01-21,4001,Venta #706 - Cliente #17 (incluye IVA),0.0,22110.0
496,2021-01-21,5001,Costo de Venta #706,3494.04,0.0
496,2021-01-21,1005,Costo de Venta #706 - Ajuste de inventario,0.0,3494.04
497,2021-01-21,1004,Venta #860 - Cliente #74,6946.3,0.0
497,2021-01-21,4001,Venta #860 - Cliente #74 (incluye IVA),0.0,6946.3
498,2021-01-21,5001,Costo de Venta #860,985.92,0.0
498,2021-01-21,1005,Costo de Venta #860 - Ajuste de inventario,0.0,985.92
499,2021-01-21,1004,Venta #594 - Cliente #16,885.6,0.0
499,2021-01-21,4001,Venta #594 - Cliente #16 (incluye IVA),0.0,885.6
500,2021-01-21,5001,Costo de Venta #594,153.82,0.0
500,2021-01-21,1005,Costo de Venta #594 - Ajuste de inventario,0.0,153.82
2219,2021-01-21,1005,Compra #27 - Producto #12,36038.06,0.0
2219,2021-01-21,1006,IVA por Compra #27,6864.39,0.0
